AIMed_d30@1	NN IN JJ PROTEINT1 CC PRP$ NN NN IN PROTEINT2
AIMed_d125@11	DT NNS VBP DT NN WRB PROTEINT0 CC PROTEINT0 RB VBP PROTEINT0 NN CC VBP IN NNS IN PROTEINT0 PROTEINT0 NN MD VB JJ IN DT IN PROTEINT1 PROTEINT2 NN
AIMed_d56@1	NN IN PROTEINT1 DT NN IN PROTEINT2 IN JJ NN NNS
AIMed_d56@7	VBN IN DT JJ NN PROTEINT1 VBD VBN IN DT NN IN PROTEINT2 IN VBG TO DT JJ PROTEINT0 NN
AIMed_d56@7	VBN IN DT JJ NN PROTEINT1 VBD VBN IN DT NN IN PROTEINT0 IN VBG TO DT JJ PROTEINT2 NN
AIMed_d159@2	DT JJ NN IN PROTEINT1 VBZ RB VBN VBN TO VB RB IN PROTEINT2 DT JJ NN IN DT PROTEINT0 NN NN IN FW FW JJ NNS JJ IN NN NN CC NN
AIMed_d207@1	PROTEINT0 VBZ PROTEINT1 PROTEINT2 VBG PROTEINT0 VBZ NN IN RB VBN NNS
AIMed_d207@5	DT PROTEINT0 NN VBG RB PROTEINT1 CC PROTEINT2 PROTEINT0 PROTEINT0 NN NN VBZ WRB NN NN NNS VBG DT PROTEINT0 PROTEINT0 VBG PROTEINT0 NN IN VBG NNS PROTEINT0 NN NN
AIMed_d207@5	DT PROTEINT0 NN VBG RB PROTEINT1 CC PROTEINT0 PROTEINT2 PROTEINT0 NN NN VBZ WRB NN NN NNS VBG DT PROTEINT0 PROTEINT0 VBG PROTEINT0 NN IN VBG NNS PROTEINT0 NN NN
AIMed_d207@5	DT PROTEINT0 NN VBG RB PROTEINT0 CC PROTEINT0 PROTEINT0 PROTEINT0 NN NN VBZ WRB NN NN NNS VBG DT PROTEINT1 PROTEINT2 VBG PROTEINT0 NN IN VBG NNS PROTEINT0 NN NN
AIMed_d207@8	RB IN JJ NN NN IN PROTEINT1 CC PROTEINT2 PROTEINT0 VBG NNS VBZ DT JJ NN CC RB RB IN PRP$ JJ TO VB DT NN IN NN NN
AIMed_d207@8	RB IN JJ NN NN IN PROTEINT1 CC PROTEINT0 PROTEINT2 VBG NNS VBZ DT JJ NN CC RB RB IN PRP$ JJ TO VB DT NN IN NN NN
AIMed_d207@9	VBG DT NN IN NN NN NNS RB VBG PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 NNS PRP VBD IN NN VBD PROTEINT0 NN VBZ DT NN IN PROTEINT1 PROTEINT2 TO DT PROTEINT0 VBG NN VBG NN NN CC DT VBZ IN NN IN PROTEINT0 NN CC DT NN IN NNS TO VB DT NN NN
AIMed_d63@1	NN IN PROTEINT1 PROTEINT0 IN PROTEINT2 IN DT NN IN JJ NN NNS
AIMed_d63@1	NN IN PROTEINT0 PROTEINT1 IN PROTEINT2 IN DT NN IN JJ NN NNS
AIMed_d63@4	DT NNS RB VBP IN PROTEINT0 MD VB RB VBN IN DT PROTEINT0 NN NN NN IN NN NN NN CC RB VBP DT NN IN DT NN IN PROTEINT1 IN PROTEINT2 VBZ IN VBN NN NN NN NN NN NN CC NN NN NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT2 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 JJ PROTEINT0 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT0 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT2 PROTEINT0 PROTEINT0 PROTEINT0 JJ PROTEINT0 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT0 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT0 PROTEINT2 PROTEINT0 PROTEINT0 JJ PROTEINT0 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT0 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT0 PROTEINT0 PROTEINT2 PROTEINT0 JJ PROTEINT0 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT0 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT2 JJ PROTEINT0 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@5	PROTEINT1 VBZ VBN TO VB IN DT JJS NN PROTEINT0 IN JJ PROTEINT0 IN PRP$ JJ NN CC IN JJ JJ PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 JJ PROTEINT2 CC JJ NN NN CD PROTEINT0 IN DT JJ JJ NN
AIMed_d110@6	DT PROTEINT1 VBG NN IN PROTEINT2 VBD JJ TO PRP$ JJ NN WDT VBZ JJ IN DT JJ NN NNS RB VBN TO VB IN NN PROTEINT0
AIMed_d110@6	DT PROTEINT0 VBG NN IN PROTEINT1 VBD JJ TO PRP$ JJ NN WDT VBZ JJ IN DT JJ NN NNS RB VBN TO VB IN NN PROTEINT2
AIMed_d200@7	VBG NN NN IN PROTEINT1 JJ NN IN DT PROTEINT2 NN VBN IN DT JJ NN VBD VBN IN NN NNS IN NN NNS
AIMed_d200@11	DT NN VBG NN IN DT PROTEINT1 NN NN VBD IN DT PROTEINT2 NN RB WRB VBN TO DT NN NN
AIMed_d64@5	IN NNP NNS DT NNS IN NN IN PROTEINT1 CC PROTEINT0 TO PROTEINT2 VBD VBN TO CD NN CC CD NN RB
AIMed_d64@5	IN NNP NNS DT NNS IN NN IN PROTEINT0 CC PROTEINT1 TO PROTEINT2 VBD VBN TO CD NN CC CD NN RB
AIMed_d64@6	RB PROTEINT1 VBZ DT JJ NN NN IN JJ NN IN CC PROTEINT2 CC PROTEINT0
AIMed_d64@6	RB PROTEINT1 VBZ DT JJ NN NN IN JJ NN IN CC PROTEINT0 CC PROTEINT2
AIMed_d117@7	RB PRP VBP IN PROTEINT1 VBZ TO DT PROTEINT2 PROTEINT0 WDT VBZ NN NN TO DT NN CD NN NN PROTEINT0 TO VB PROTEINT0 NN
AIMed_d117@7	RB PRP VBP IN PROTEINT1 VBZ TO DT PROTEINT0 PROTEINT2 WDT VBZ NN NN TO DT NN CD NN NN PROTEINT0 TO VB PROTEINT0 NN
AIMed_d117@9	PROTEINT1 RB VBZ TO PROTEINT2 IN PRP$ NN NN VBZ IN DT NN IN NN TO PROTEINT0 CC VBZ TO VB DT PROTEINT0
AIMed_d165@1	NNS VBG DT JJ NN NN CD NN NN NN NN PROTEINT0 DT NN NN NN NN PROTEINT1 CC PROTEINT0 PROTEINT2
AIMed_d165@8	PRP$ NNS VBP IN DT PROTEINT1 PROTEINT2 PROTEINT0 CC PROTEINT0 NNS VBP IN DT JJ
AIMed_d165@9	PROTEINT1 NN VBZ IN JJ NNS IN PROTEINT0 CC IN PROTEINT2 NN
AIMed_d119@1	JJ NN PROTEINT1 VBZ DT NN IN DT NN NN PROTEINT2
AIMed_d119@3	PROTEINT1 VBZ VBN IN NN IN PROTEINT2 PROTEINT0 CC RB WRB NN VBZ PROTEINT0 NN VBZ JJ
AIMed_d119@3	PROTEINT1 VBZ VBN IN NN IN PROTEINT0 PROTEINT2 CC RB WRB NN VBZ PROTEINT0 NN VBZ JJ
AIMed_d119@5	PRP VBP RB VBN DT JJ NN IN NN NN NN PROTEINT1 WDT VBZ RB TO DT PROTEINT0 VBN NN IN PROTEINT2
AIMed_d119@5	PRP VBP RB VBN DT JJ NN IN NN NN NN PROTEINT0 WDT VBZ RB TO DT PROTEINT1 VBN NN IN PROTEINT2
AIMed_d119@6	PRP VBP VBN NN NN NNS TO VB DT NN NN NNS IN DT PROTEINT1 PROTEINT2 NN CC NN RB IN PROTEINT0 MD VB NN IN DT NN IN PRP$ NN NN
AIMed_d119@7	DT NN NN IN PROTEINT1 VBZ IN DT JJ NN NN PROTEINT0 IN DT NN WDT VBZ VBN IN DT NN NN PROTEINT2 NN CD
AIMed_d119@8	JJ IN PRP$ NN IN DT NN PROTEINT1 VBZ DT NN IN VBN PROTEINT2 TO VB NN IN JJ NNS
AIMed_d209@2	JJ PROTEINT1 VBD RB VBN IN DT PROTEINT0 PROTEINT2 NN NN VBN IN DT NNS IN PRP$ JJ NN
AIMed_d209@3	PRP RB VBP IN JJ PROTEINT1 VBZ IN VBN PROTEINT2 IN JJ NNS CC VBZ DT JJ NN IN CD NN VBN IN JJ PROTEINT0 NN
AIMed_d209@4	PROTEINT1 VBZ IN DT NN NN IN PROTEINT2 CC VBZ DT PROTEINT0 NNS WDT VBP JJ TO CC NNS WDT VBP JJ IN DT VBN IN DT NN IN PROTEINT0 DT JJ PROTEINT0 NN
AIMed_d209@4	PROTEINT0 VBZ IN DT NN NN IN PROTEINT0 CC VBZ DT PROTEINT0 NNS WDT VBP JJ TO CC NNS WDT VBP JJ IN DT VBN IN DT NN IN PROTEINT1 DT JJ PROTEINT2 NN
AIMed_d209@5	DT JJ NN IN PROTEINT1 WDT VBZ PROTEINT2 RB VBZ IN NN NNS VBG DT NN IN PROTEINT0 CC JJ PROTEINT0 NNS
AIMed_d209@6	WRB VBN IN JJ NNS DT PROTEINT1 NN NN IN PROTEINT2 MD VB IN DT JJ JJ NN NN NN
AIMed_d209@8	DT PROTEINT1 NN VBZ JJ NN TO DT PROTEINT2 NN FW FW
AIMed_d209@9	RB DT JJ NN IN PROTEINT1 RB VBZ IN CC VBZ NN VBN IN PROTEINT2
AIMed_d162@7	PRP VBD IN DT JJ PROTEINT1 PROTEINT0 RB VBD IN PROTEINT2 IN PRP$ NN NN NN
AIMed_d162@7	PRP VBD IN DT JJ PROTEINT0 PROTEINT1 RB VBD IN PROTEINT2 IN PRP$ NN NN NN
AIMed_d162@8	IN DT NN IN DT JJ NN NN IN PROTEINT1 TO PRP$ NN NN NNS CC IN NN CC IN DT NN IN DT PROTEINT2 VBD VBN IN PROTEINT0 IN DT JJ NN
AIMed_d162@9	IN VBN NNS JJ PROTEINT1 VBD DT JJ JJ NN IN PROTEINT2
AIMed_d218@3	PRP VBD TO VB WRB PROTEINT1 VBZ CC VBZ PRP$ NN PROTEINT2
AIMed_d173@8	PROTEINT0 NN VBN TO DT NN NN PROTEINT0 PROTEINT0 PROTEINT0 VBD TO VB IN DT PROTEINT0 NN VBN TO PROTEINT0 VBG IN DT VBN PROTEINT1 PROTEINT2 NN VBD JJ
AIMed_d174@2	DT JJ NN PROTEINT0 PROTEINT0 NN NN VBZ IN PROTEINT1 CC CD JJ NN NNS DT JJ NN CC JJ PROTEINT0 PROTEINT2 CC DT NN NN VBG NN PROTEINT0
AIMed_d174@3	JJ PROTEINT0 CC JJ PROTEINT0 NNS IN NNP JJ JJ PROTEINT0 CC DT JJ JJ NNS IN DT PROTEINT1 PROTEINT0 PROTEINT2 CC PROTEINT0 VBP VBN VBN IN NN TO VB DT NN IN PROTEINT0 NN IN NN TO DT NN NN
AIMed_d174@4	IN PROTEINT1 VBZ DT JJR NN NN IN VBN PROTEINT2 IN VBN IN NN NN VBG NN NN NN NN PROTEINT0 VBZ RBR JJ IN PROTEINT0 IN DT NN NN NN
AIMed_d174@6	DT VBN NN NN IN PROTEINT1 VBZ TO VB IN TO PRP$ NN TO VB CD PROTEINT2 NNS IN DT NN NN
AIMed_d174@7	NNS IN DT PROTEINT0 JJ NN NN VBD IN DT VBN JJ NN IN PROTEINT0 VBD IN DT VBN NN IN DT PROTEINT1 PROTEINT2 CD NN TO VB IN DT JJ NN IN PROTEINT0
AIMed_d174@8	DT NNS VBP IN PROTEINT0 VBN NN IN PROTEINT0 VBZ RB DT VBG NN IN VBG NN IN DT JJ PROTEINT1 PROTEINT2 PROTEINT0 CD NN
AIMed_d174@9	DT NN VBZ VBN WRB DT JJ NN IN PROTEINT1 PROTEINT2 CC PROTEINT0 NNS IN DT JJ NN
AIMed_d174@10	JJ TO PRP$ VBN NN IN DT PROTEINT1 CC PRP$ VBN NN TO VB IN PROTEINT0 PRP VBP IN DT JJ PROTEINT2 NN MD VB DT JJ PROTEINT0 NN
AIMed_d174@10	JJ TO PRP$ VBN NN IN DT PROTEINT0 CC PRP$ VBN NN TO VB IN PROTEINT1 PRP VBP IN DT JJ PROTEINT2 NN MD VB DT JJ PROTEINT0 NN
AIMed_d108@1	PROTEINT1 JJ NN VBN IN NNS PROTEINT2 CC PROTEINT0
AIMed_d108@1	PROTEINT1 JJ NN VBN IN NNS PROTEINT0 CC PROTEINT2
AIMed_d108@4	RB DT JJ NN IN DT NN NN IN PROTEINT1 CC CD NNS IN DT PROTEINT0 NN PROTEINT2 CC PROTEINT0 VBZ VBN
AIMed_d108@4	RB DT JJ NN IN DT NN NN IN PROTEINT1 CC CD NNS IN DT PROTEINT0 NN PROTEINT0 CC PROTEINT2 VBZ VBN
AIMed_d108@5	DT JJ NN NN IN DT NN NN IN PROTEINT1 VBD DT NN IN DT NN TO VB NN CC RB PRP$ NN TO VB IN CC PROTEINT2 CC PROTEINT0
AIMed_d108@5	DT JJ NN NN IN DT NN NN IN PROTEINT1 VBD DT NN IN DT NN TO VB NN CC RB PRP$ NN TO VB IN CC PROTEINT0 CC PROTEINT2
AIMed_d108@7	RB DT NNS VBP IN PROTEINT1 CC PROTEINT0 VBP JJ NNS IN VBG NN NNS IN PROTEINT2 CC DT NN NN
AIMed_d108@7	RB DT NNS VBP IN PROTEINT0 CC PROTEINT1 VBP JJ NNS IN VBG NN NNS IN PROTEINT2 CC DT NN NN
AIMed_d106@1	PROTEINT1 NN IN PROTEINT2 NNS JJ NN NN TO NN NN NN
AIMed_d106@4	PRP VBP RB IN PROTEINT1 VBZ IN PROTEINT2 IN JJ JJ NNS CC IN JJ NN NNS
AIMed_d106@5	RB PROTEINT1 MD VB VBN FW FW IN DT PROTEINT2 JJ NN
AIMed_d211@7	JJ PROTEINT1 VBZ DT NN IN PROTEINT2 PROTEINT0 CC PROTEINT0 IN NN NNS VBG DT IN DT NN NNS
AIMed_d211@7	JJ PROTEINT1 VBZ DT NN IN PROTEINT0 PROTEINT2 CC PROTEINT0 IN NN NNS VBG DT IN DT NN NNS
AIMed_d211@7	JJ PROTEINT1 VBZ DT NN IN PROTEINT0 PROTEINT0 CC PROTEINT2 IN NN NNS VBG DT IN DT NN NNS
AIMed_d211@8	RB IN NN NNS IN VBN NNS IN NNS PROTEINT1 RB VBZ DT IN PROTEINT2 CC PROTEINT0 VBG IN NN IN PROTEINT0 VBZ VBN IN PROTEINT0 CC PROTEINT0 NNS
AIMed_d211@8	RB IN NN NNS IN VBN NNS IN NNS PROTEINT1 RB VBZ DT IN PROTEINT0 CC PROTEINT2 VBG IN NN IN PROTEINT0 VBZ VBN IN PROTEINT0 CC PROTEINT0 NNS
AIMed_d101@1	DT NN NNS IN PROTEINT1 CC PROTEINT0 VBP DT JJ NN IN DT PROTEINT2
AIMed_d101@1	DT NN NNS IN PROTEINT0 CC PROTEINT1 VBP DT JJ NN IN DT PROTEINT2
AIMed_d101@2	PROTEINT1 CC PROTEINT2 NNS VBP DT NN WDT VBZ NN IN NNS VBG NN NN NNS
AIMed_d101@4	DT NN IN PROTEINT1 CC PROTEINT0 NNS TO VB RB IN DT PROTEINT2 PROTEINT0 DT JJ NN NN VBN IN VBG DT NN IN NN NNS VBD VBN
AIMed_d101@4	DT NN IN PROTEINT1 CC PROTEINT0 NNS TO VB RB IN DT PROTEINT0 PROTEINT2 DT JJ NN NN VBN IN VBG DT NN IN NN NNS VBD VBN
AIMed_d101@4	DT NN IN PROTEINT0 CC PROTEINT1 NNS TO VB RB IN DT PROTEINT2 PROTEINT0 DT JJ NN NN VBN IN VBG DT NN IN NN NNS VBD VBN
AIMed_d101@4	DT NN IN PROTEINT0 CC PROTEINT1 NNS TO VB RB IN DT PROTEINT0 PROTEINT2 DT JJ NN NN VBN IN VBG DT NN IN NN NNS VBD VBN
AIMed_d101@5	VBG NN CC JJ NN NNS PRP VBP IN CC PROTEINT1 CC PROTEINT0 VBP RB CC RB TO PROTEINT2 JJ NN VBZ IN CC DT JJ NN CC NN NN NNS IN PROTEINT0 CC PROTEINT0 VBP JJ CC JJ IN JJ NN IN PROTEINT0
AIMed_d101@5	VBG NN CC JJ NN NNS PRP VBP IN CC PROTEINT0 CC PROTEINT1 VBP RB CC RB TO PROTEINT2 JJ NN VBZ IN CC DT JJ NN CC NN NN NNS IN PROTEINT0 CC PROTEINT0 VBP JJ CC JJ IN JJ NN IN PROTEINT0
AIMed_d101@5	VBG NN CC JJ NN NNS PRP VBP IN CC PROTEINT0 CC PROTEINT0 VBP RB CC RB TO PROTEINT0 JJ NN VBZ IN CC DT JJ NN CC NN NN NNS IN PROTEINT1 CC PROTEINT0 VBP JJ CC JJ IN JJ NN IN PROTEINT2
AIMed_d101@5	VBG NN CC JJ NN NNS PRP VBP IN CC PROTEINT0 CC PROTEINT0 VBP RB CC RB TO PROTEINT0 JJ NN VBZ IN CC DT JJ NN CC NN NN NNS IN PROTEINT0 CC PROTEINT1 VBP JJ CC JJ IN JJ NN IN PROTEINT2
AIMed_d101@6	DT JJ NN IN DT VBN JJ NN IN PROTEINT1 RB VBN TO VB DT VBG NN IN DT JJ NN NN PROTEINT2 VBZ IN PROTEINT0 CC PROTEINT0 NNS
AIMed_d101@6	DT JJ NN IN DT VBN JJ NN IN PROTEINT1 RB VBN TO VB DT VBG NN IN DT JJ NN NN PROTEINT0 VBZ IN PROTEINT2 CC PROTEINT0 NNS
AIMed_d101@6	DT JJ NN IN DT VBN JJ NN IN PROTEINT1 RB VBN TO VB DT VBG NN IN DT JJ NN NN PROTEINT0 VBZ IN PROTEINT0 CC PROTEINT2 NNS
AIMed_d101@7	PRP VBP IN PROTEINT1 CC PROTEINT0 NNS VBP IN JJ NNS IN NN IN VBG PROTEINT2 TO VB NNS TO VB NN NN
AIMed_d101@7	PRP VBP IN PROTEINT0 CC PROTEINT1 NNS VBP IN JJ NNS IN NN IN VBG PROTEINT2 TO VB NNS TO VB NN NN
AIMed_d216@1	DT PROTEINT1 PROTEINT2 NN JJ NN IN NN NN CC PRP$ NN IN JJ PROTEINT0 NNS
AIMed_d216@2	DT JJ NN IN DT NN IN JJ PROTEINT1 VBD TO NN NN CC DT NN NN NN VBG NN IN DT JJ PROTEINT0 PROTEINT2 PROTEINT0 IN DT NN IN NN NN VBD VBN IN DT NN IN CD NNS
AIMed_d216@2	DT JJ NN IN DT NN IN JJ PROTEINT1 VBD TO NN NN CC DT NN NN NN VBG NN IN DT JJ PROTEINT0 PROTEINT0 PROTEINT2 IN DT NN IN NN NN VBD VBN IN DT NN IN CD NNS
AIMed_d216@5	DT NN CD NN IN PROTEINT1 VBZ VBN IN PROTEINT2 RB VBG NN IN PROTEINT0 NN IN WDT VBZ DT JJ NN TO VB IN NN
AIMed_d72@7	CD NNS IN NN VBP DT NN IN PROTEINT1 CC PROTEINT0 VBP JJ PROTEINT2 VBG NNS JJ JJ VBN PROTEINT0 NNS WDT VBD TO VB TO NN RB VBD RB VB IN PROTEINT0 CC RB CC NN NN CC NN NN NN NNS CD VBD JJ TO VB IN PROTEINT0 IN NN TO PROTEINT0
AIMed_d72@7	CD NNS IN NN VBP DT NN IN PROTEINT0 CC PROTEINT1 VBP JJ PROTEINT2 VBG NNS JJ JJ VBN PROTEINT0 NNS WDT VBD TO VB TO NN RB VBD RB VB IN PROTEINT0 CC RB CC NN NN CC NN NN NN NNS CD VBD JJ TO VB IN PROTEINT0 IN NN TO PROTEINT0
AIMed_d72@8	DT JJ NN IN DT PROTEINT1 PROTEINT2 NN IN NNS IN NN NN NNS RB VBZ IN NN IN DT NN VBZ RB JJ
AIMed_d47@1	JJ NN IN DT PROTEINT1 PROTEINT2 NN NN
AIMed_d47@5	RB PRP VBP DT JJ NN IN JJ JJ PROTEINT1 IN NN IN CD JJ NN PROTEINT0 PROTEINT2 VBZ PROTEINT0
AIMed_d47@5	RB PRP VBP DT JJ NN IN JJ JJ PROTEINT1 IN NN IN CD JJ NN PROTEINT0 PROTEINT0 VBZ PROTEINT2
AIMed_d223@1	NN IN NN NN NN PROTEINT1 CC PROTEINT2 VBZ NN IN NN NN NN
AIMed_d223@3	DT IN DT JJ NNS NN NNS IN DT NN NN IN DT JJ NN NN CC VBP DT NN IN DT NN NN NN PROTEINT1 CC PRP$ NN PROTEINT2
AIMed_d223@5	RB PRP VBP IN PROTEINT1 MD VB DT NN IN DT NN JJ JJ NN IN PRP$ NN TO VB NNS IN DT PROTEINT0 NN NN CC TO VB IN DT PROTEINT2 NN PROTEINT0
AIMed_d223@5	RB PRP VBP IN PROTEINT1 MD VB DT NN IN DT NN JJ JJ NN IN PRP$ NN TO VB NNS IN DT PROTEINT0 NN NN CC TO VB IN DT PROTEINT0 NN PROTEINT2
AIMed_d223@8	NN NN CC NN NNS VBP NN IN JJ NN IN PROTEINT1 CC PROTEINT2 IN DT NN IN PRP$ NN NN NNS
AIMed_d223@11	DT NNS IN DT NN VBP IN PROTEINT1 NN MD VB VBN IN PRP$ NN IN DT NN NN JJ NN PROTEINT2
AIMed_d134@1	PROTEINT1 VBZ DT NN IN DT PROTEINT2 PROTEINT0 NN NN NN
AIMed_d134@5	PRP VBP RB IN JJ PROTEINT1 VBZ NN IN PROTEINT2 IN JJ NNS JJ IN PROTEINT0 VBG DT JJ NN IN PROTEINT0
AIMed_d134@5	PRP VBP RB IN JJ PROTEINT0 VBZ NN IN PROTEINT0 IN JJ NNS JJ IN PROTEINT1 VBG DT JJ NN IN PROTEINT2
AIMed_d96@3	PRP VBZ RB JJ PROTEINT1 IN DT NN IN CD NN VBZ TO PROTEINT2 IN DT VBG NN CC DT VBG NN VBZ IN DT NN NN
AIMed_d96@6	IN DT NN PRP VBP IN PROTEINT1 VBZ IN DT NN VBG PROTEINT0 CC PROTEINT2 IN NN NN NN NNS CC IN NN NN NN CC NN NNS
AIMed_d96@8	FW FW NN NNS VBD IN DT JJ NN IN PROTEINT1 VBZ RB TO DT JJ NN IN PROTEINT2 CC RB TO SYM CC PROTEINT0
AIMed_d199@7	VBN PROTEINT1 RB VBZ IN PROTEINT2
AIMed_d199@19	PROTEINT0 CC PROTEINT1 PROTEINT2
AIMed_d148@1	CD RB JJ NNS PROTEINT1 CC PROTEINT0 VBP JJ NNS IN NN NN NN NN CC JJ NN IN DT PROTEINT2 NN
AIMed_d148@1	CD RB JJ NNS PROTEINT0 CC PROTEINT1 VBP JJ NNS IN NN NN NN NN CC JJ NN IN DT PROTEINT2 NN
AIMed_d148@7	RB PROTEINT1 VBD VBN TO VB VBN IN NN NNS FW FW CC IN PROTEINT0 VBD RB VBN IN PROTEINT2 FW FW
AIMed_d148@7	RB PROTEINT0 VBD VBN TO VB VBN IN NN NNS FW FW CC IN PROTEINT1 VBD RB VBN IN PROTEINT2 FW FW
AIMed_d148@8	IN VBN JJ NN NNS PROTEINT1 VBZ VBN IN JJ NN CC VBZ VBN IN PROTEINT2 DT JJ NN
AIMed_d148@9	NN NNS IN JJ NN NNS CC NNP NN NNS VBD IN PROTEINT1 VBZ VBN IN CC PROTEINT2 CC PROTEINT0 CC IN PROTEINT0 JJ NNS VBP JJ NN NN NN NN
AIMed_d148@9	NN NNS IN JJ NN NNS CC NNP NN NNS VBD IN PROTEINT1 VBZ VBN IN CC PROTEINT0 CC PROTEINT2 CC IN PROTEINT0 JJ NNS VBP JJ NN NN NN NN
AIMed_d40@4	PRP VBP VBN DT NN IN JJ PROTEINT1 CC DT JJ JJ NN IN JJ PROTEINT2
AIMed_d224@6	JJ NNS IN DT NN IN PROTEINT0 IN NNS IN DT JJ NN VBD IN PROTEINT1 VBZ IN DT PROTEINT2 PROTEINT0 CC PROTEINT0 CC IN PROTEINT0 NN VBZ PROTEINT0 JJ CC JJ
AIMed_d224@6	JJ NNS IN DT NN IN PROTEINT0 IN NNS IN DT JJ NN VBD IN PROTEINT1 VBZ IN DT PROTEINT0 PROTEINT2 CC PROTEINT0 CC IN PROTEINT0 NN VBZ PROTEINT0 JJ CC JJ
AIMed_d224@6	JJ NNS IN DT NN IN PROTEINT0 IN NNS IN DT JJ NN VBD IN PROTEINT1 VBZ IN DT PROTEINT0 PROTEINT0 CC PROTEINT2 CC IN PROTEINT0 NN VBZ PROTEINT0 JJ CC JJ
AIMed_d224@7	IN NN PROTEINT1 VBZ IN PROTEINT2 IN NN IN NN NN CD NN NN NNS
AIMed_d133@1	PROTEINT1 DT NN NN VBN IN NN NN CC PROTEINT0 WDT VBZ CC VBZ DT PROTEINT2 NN NN
AIMed_d133@5	RB PROTEINT1 RB VBZ PROTEINT2 CC VBZ DT NN VBN IN NN
AIMed_d133@6	PROTEINT1 VBZ TO DT PROTEINT2 NN NN CC VBZ PRP IN NN CC NN
AIMed_d91@6	FW FW JJ NN NNS VBP IN IN VBN IN FW PROTEINT0 PROTEINT1 VBZ IN DT JJ NN NN NN NN IN DT JJ NN PROTEINT2 PROTEINT0 RB RB IN IN DT JJ NN NN PROTEINT0
AIMed_d91@6	FW FW JJ NN NNS VBP IN IN VBN IN FW PROTEINT0 PROTEINT1 VBZ IN DT JJ NN NN NN NN IN DT JJ NN PROTEINT0 PROTEINT2 RB RB IN IN DT JJ NN NN PROTEINT0
AIMed_d91@6	FW FW JJ NN NNS VBP IN IN VBN IN FW PROTEINT0 PROTEINT1 VBZ IN DT JJ NN NN NN NN IN DT JJ NN PROTEINT0 PROTEINT0 RB RB IN IN DT JJ NN NN PROTEINT2
AIMed_d32@1	JJ CC JJ NNS IN DT PROTEINT0 PROTEINT1 PROTEINT0 VBP JJ IN VBG PROTEINT2 CC PROTEINT0 PROTEINT0 NN NN
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT2 VBZ JJ IN VBG PROTEINT0 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT0 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT2 VBZ JJ IN VBG PROTEINT0 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT0 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 VBZ JJ IN VBG PROTEINT2 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT0 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 VBZ JJ IN VBG PROTEINT2 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT0 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
